name,path,split,family_id,archetype,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,orientation,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,ally_composition,enemy_composition,sha256
r2_2v1_stalker_blind_iid_0014,configs/blind_iid/r2_2v1_stalker_blind_iid_0014.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,14,immediate,4.9015,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",930ea77c1c0fe4fc1e57f7988c9714ea198bbcbba606af1db2310672aae1c29c
r2_2v1_stalker_blind_iid_0015,configs/blind_iid/r2_2v1_stalker_blind_iid_0015.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,15,immediate,5.5226,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ddf0fac9ae57bf3a1d4e022652df2aa257054f5c845c3238811960868b9f1413
r2_2v1_stalker_blind_iid_0016,configs/blind_iid/r2_2v1_stalker_blind_iid_0016.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,16,medium,10.5551,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",380b82d23e4f137e8cbf3d086d26ff87575be378aaec14aab68d942d9847fbee
r2_2v1_stalker_blind_iid_0017,configs/blind_iid/r2_2v1_stalker_blind_iid_0017.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,17,immediate,5.322,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c2f9eb038ccf894e72b7681c73091b6c9f490188280ba1d349b86737590537ad
r2_2v1_stalker_blind_iid_0018,configs/blind_iid/r2_2v1_stalker_blind_iid_0018.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,18,near,8.0044,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",a00316a33fc15aa075be5ed24826e69226711169810ef1427a35dd8921eccbeb
r2_2v1_stalker_blind_iid_0019,configs/blind_iid/r2_2v1_stalker_blind_iid_0019.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,19,immediate,5.436,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b3e35c654c623ced06234d03d9ac1013ad977f06249ce883dd6209a08e873ed8
r2_2v1_stalker_blind_iid_0020,configs/blind_iid/r2_2v1_stalker_blind_iid_0020.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,20,medium,10.871,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b61ae01e9f917696734eec62ba77a82322bc64a6353f36b62100fd6c47acbaf9
r2_2v1_stalker_blind_iid_0021,configs/blind_iid/r2_2v1_stalker_blind_iid_0021.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,21,medium,11.2997,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",16e6efb47cd53a13abf141a81eeee4ebe677bb62348eb210c0818b35cc30405f
r2_2v1_stalker_blind_iid_0022,configs/blind_iid/r2_2v1_stalker_blind_iid_0022.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,22,far,14.0326,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",462ed90ad2ec82b11917fa6c06e898e347bdd43aed78c7918ca8c31144edc4b8
r2_2v1_stalker_blind_iid_0023,configs/blind_iid/r2_2v1_stalker_blind_iid_0023.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,23,medium,11.5069,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1e5cd58daf0a2bd0b091ee10bbd0a8e4dd351e72d2f9f09895048ad418b56fd1
r2_2v1_stalker_blind_iid_0024,configs/blind_iid/r2_2v1_stalker_blind_iid_0024.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,24,medium,10.7548,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",51851232c979c4175cb9998fa244e4aa85504937a2b57707ad61454051a456ff
r2_2v1_stalker_blind_iid_0025,configs/blind_iid/r2_2v1_stalker_blind_iid_0025.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,25,immediate,5.0899,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ecf0257f008af2d725dc9adc14e715d8aaf2ad024940c436c238c5503533aa00
r2_2v1_stalker_blind_iid_0026,configs/blind_iid/r2_2v1_stalker_blind_iid_0026.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,26,near,7.6571,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",767eee6f50b1b58deddf28fdcbba1ca13b3a7f74f606e99f2e3a9e86386ae509
r2_2v1_stalker_blind_iid_0027,configs/blind_iid/r2_2v1_stalker_blind_iid_0027.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,27,near,8.3109,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",efb471f64a8186131c8f62519c5ccb7533436463fe8cff178f630f94193ef731
r2_2v1_stalker_blind_iid_0028,configs/blind_iid/r2_2v1_stalker_blind_iid_0028.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,28,near,7.4276,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",f2eb5c73c36985b5dbcd343d5e5877c94c79f5322d5555e49905c27c85f4712f
r2_2v1_stalker_blind_iid_0029,configs/blind_iid/r2_2v1_stalker_blind_iid_0029.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,29,far,14.2436,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9beb8aa72b138c955b50271e50456973ee08c51a469309108fbb594043ec404c
r2_2v1_stalker_blind_iid_0030,configs/blind_iid/r2_2v1_stalker_blind_iid_0030.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,30,near,7.9962,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",80e24b1ed48f2813bea7d59d5747d5b50e0b52c57e25388b1d45b617c629019c
r2_2v1_stalker_blind_iid_0031,configs/blind_iid/r2_2v1_stalker_blind_iid_0031.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,31,immediate,5.5169,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",cf4a934b42bcf6056e060081d5736049b1e388224acb9966e0f340b5142a3b18
r2_2v1_stalker_blind_iid_0032,configs/blind_iid/r2_2v1_stalker_blind_iid_0032.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,32,near,7.7108,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",77f0960f9b52919b8fabf605c08c8ab2188014033de8b4574a20a9547a3bb5c1
r2_2v1_stalker_blind_iid_0033,configs/blind_iid/r2_2v1_stalker_blind_iid_0033.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,33,near,8.1981,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",878267ba63f1cea73e9c8c56689ed7a1573328499f2c96f4cf1770e16632a288
r2_2v1_stalker_blind_iid_0034,configs/blind_iid/r2_2v1_stalker_blind_iid_0034.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,34,near,7.6768,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b6888d54aac995919220ee176ff669b8b7e53aa8e9713acf1ea47f693bce74ca
r2_2v1_stalker_blind_iid_0035,configs/blind_iid/r2_2v1_stalker_blind_iid_0035.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,35,immediate,5.419,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",3883bb3407fd93448266866c5d6cffd3b1f1c38e2148f76024286d699d4fdf4a
r2_2v1_stalker_blind_iid_0036,configs/blind_iid/r2_2v1_stalker_blind_iid_0036.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,36,near,7.3097,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",6609419ac83b8f215f70280356e4374e491c0e52fb4eafad3c44842a4bb02413
r2_2v1_stalker_blind_iid_0037,configs/blind_iid/r2_2v1_stalker_blind_iid_0037.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,37,medium,11.3835,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c02d77801ee2938766573455e4d1550f6590c3fb632c06ef4575a4a1abce2501
r2_2v1_stalker_blind_iid_0038,configs/blind_iid/r2_2v1_stalker_blind_iid_0038.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,38,near,7.6905,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",82e999635fe2d71f475e802df4632007b53f853f08c239cd2ad09e2776d7c80b
r2_2v1_stalker_blind_iid_0039,configs/blind_iid/r2_2v1_stalker_blind_iid_0039.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,39,near,8.3993,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",25eac9c31e18d6238d53022745497e4d5dd21d2798851b120c5ff95d20d06e35
r2_2v1_stalker_blind_iid_0040,configs/blind_iid/r2_2v1_stalker_blind_iid_0040.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,40,near,7.3781,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9c248aab0a1c141f9d820269b7adb0929376787e0ae9ebbaf223945ecf8438eb
